LID,TYPE40,PD40,CL40,TYPE41,PD41,CL41,TYPE42,PD42,CL42,TYPE43,PD43,CL43,TYPE80,obscode,Dia,Ano,Start,LULC,habitat,MQCOMP1,MQCOMP2,SHDI,ELEV_MEAN,ELEV_RANGE
28D3305,0.89,6.57,0.85,0.85,7.94,0.78,0.04,7.94,0.80,0.00,NA,NA,0.01,11.00,171.00,2006.00,541.00,0.00,5.00,-0.43,-0.04,0.99,1181.52,82.25
28D3307,0.67,7.03,0.89,0.41,15.99,0.63,0.24,15.99,0.71,0.00,NA,NA,0.25,11.00,171.00,2006.00,610.00,0.00,7.00,-0.34,-0.04,1.48,1161.56,72.86
28D3308,0.62,26.91,0.67,0.61,39.68,0.56,0.00,NA,NA,0.00,NA,NA,0.18,11.00,171.00,2006.00,552.00,0.00,1.00,0.33,-0.61,1.31,1221.92,80.39
28D3401,0.52,6.60,0.88,0.54,8.05,0.85,0.00,NA,NA,0.00,NA,NA,0.34,12.00,180.00,2007.00,614.00,0.00,2.00,-0.50,-0.01,1.30,1276.16,16.11
28D3403,0.79,6.12,0.85,0.77,7.99,0.78,0.00,NA,NA,0.00,NA,NA,0.13,12.00,180.00,2007.00,638.00,0.00,5.00,-0.57,0.05,1.12,1329.53,28.73
28D3503,0.61,17.72,0.77,0.63,23.15,0.70,0.00,NA,NA,0.00,NA,NA,0.31,12.00,181.00,2007.00,838.00,0.00,15.00,-0.44,0.00,1.22,1274.42,70.21
28D3607,0.85,11.52,0.84,0.82,7.99,0.73,0.00,NA,NA,0.04,7.99,0.79,0.05,19.00,158.00,2009.00,940.00,0.00,5.00,-0.49,0.04,1.08,1283.52,35.59
28D3608,0.74,12.17,0.83,0.74,7.88,0.79,0.00,NA,NA,0.00,NA,NA,0.18,19.00,158.00,2009.00,1010.00,0.00,1.00,-0.59,0.08,1.13,1345.59,57.97
28D4101,0.64,10.84,0.80,0.66,15.99,0.76,0.00,NA,NA,0.00,NA,NA,0.24,11.00,175.00,2006.00,940.00,0.00,1.00,0.61,-0.43,1.20,1313.47,129.41
28D4107,0.70,11.62,0.88,0.68,15.99,0.85,0.00,NA,NA,0.00,NA,NA,0.00,11.00,175.00,2006.00,951.00,0.00,1.00,8.19,1.33,1.25,1384.79,24.87
28D4303,0.69,19.67,0.83,0.60,23.98,0.68,0.05,7.99,0.87,0.04,7.99,0.80,0.06,22.00,185.00,2008.00,707.00,0.00,5.00,0.16,-0.47,1.45,1174.32,41.24
28D4308,0.82,6.98,0.78,0.81,7.94,0.80,0.00,NA,NA,0.00,NA,NA,0.04,22.00,185.00,2008.00,813.00,0.00,7.00,0.13,-0.32,1.07,1110.53,96.88
28D4501,0.90,5.46,0.86,0.90,8.05,0.78,0.00,NA,NA,0.00,NA,NA,0.00,19.00,162.00,2009.00,551.00,3.00,15.00,-0.71,0.11,0.83,1282.29,30.12
28D4502,0.50,5.77,0.80,0.44,15.87,0.59,0.07,15.87,0.52,0.00,NA,NA,0.37,22.00,184.00,2008.00,1031.00,0.00,5.00,-0.56,-0.02,1.42,1283.55,16.73
28D4503,0.90,11.62,0.88,0.90,7.99,0.79,0.00,NA,NA,0.00,NA,NA,0.00,22.00,183.00,2008.00,1050.00,0.00,5.00,-0.65,0.07,0.86,1338.40,15.50
28D4507,0.64,11.44,0.84,0.64,15.87,0.78,0.00,NA,NA,0.00,NA,NA,0.26,22.00,184.00,2008.00,1052.00,0.00,5.00,-0.62,0.09,1.35,1314.87,18.55
28D4512,0.67,5.42,0.80,0.67,7.99,0.76,0.00,NA,NA,0.00,NA,NA,0.13,19.00,162.00,2009.00,614.00,0.00,1.00,-0.05,-0.20,1.31,1292.36,40.89
29A4403,0.89,5.56,0.85,0.89,7.72,0.76,0.00,NA,NA,0.00,NA,NA,0.00,19.00,167.00,2007.00,753.00,0.00,1.00,-0.32,-0.07,0.94,1310.87,55.42
29A4404,0.52,13.11,0.88,0.41,15.99,0.75,0.00,NA,NA,0.10,7.99,0.73,0.40,19.00,167.00,2007.00,742.00,0.00,2.00,-0.08,-0.13,1.42,1281.51,43.77
29A5103,0.87,5.76,0.89,0.83,7.99,0.79,0.04,7.99,0.85,0.00,NA,NA,0.01,6.00,182.00,2004.00,940.00,0.00,5.00,-0.53,0.21,1.06,1468.47,42.71
29A5203,0.50,17.28,0.79,0.52,23.98,0.70,0.00,NA,NA,0.00,NA,NA,0.07,6.00,183.00,2004.00,743.00,0.00,15.00,0.54,-1.15,1.26,1488.63,60.75
29A5209,0.54,16.26,0.87,0.51,15.99,0.85,0.00,NA,NA,0.01,15.99,-1.00,0.38,6.00,183.00,2004.00,849.00,0.00,15.00,0.42,-0.34,1.50,1317.52,90.98
29A5306,0.54,13.13,0.80,0.54,15.87,0.76,0.00,NA,NA,0.00,NA,NA,0.33,19.00,167.00,2007.00,852.00,0.00,1.00,-0.49,0.02,1.37,1425.88,104.50
29A5401,0.52,11.60,0.84,0.50,16.10,0.81,0.00,NA,NA,0.00,NA,NA,0.26,6.00,184.00,2004.00,720.00,0.00,15.00,-0.12,-0.44,1.45,1590.54,70.75
29A5405,0.67,12.43,0.78,0.64,16.10,0.74,0.00,NA,NA,0.00,NA,NA,0.04,6.00,184.00,2004.00,702.00,0.00,5.00,-0.11,-0.38,1.34,1438.63,97.80
29A5505,0.57,11.70,0.82,0.34,8.05,0.83,0.04,16.10,0.39,0.16,8.05,0.88,0.21,19.00,181.00,2007.00,525.00,0.00,9.00,-0.31,-0.09,1.77,1485.01,72.54
29A5506,0.71,5.77,0.85,0.64,15.87,0.76,0.07,7.94,0.92,0.00,NA,NA,0.20,19.00,172.00,2007.00,850.00,0.00,1.00,-0.32,-0.03,1.33,1420.22,75.60
29A5604,0.59,5.85,0.86,0.54,8.05,0.79,0.00,NA,NA,0.04,8.05,0.56,0.02,19.00,172.00,2007.00,829.00,0.00,1.00,-0.64,0.17,1.48,1373.77,63.51
29A6109,0.62,14.05,0.83,0.54,7.99,0.90,0.07,7.99,0.76,0.00,NA,NA,0.13,19.00,163.00,2007.00,954.00,0.00,1.00,-0.23,-0.29,1.46,1366.91,54.61
29A6201,0.50,5.64,0.73,0.51,7.82,0.67,0.00,NA,NA,0.00,NA,NA,0.36,19.00,163.00,2007.00,744.00,3.00,1.00,-0.53,0.02,1.46,1375.13,71.23
29A6204,1.00,5.68,0.97,1.00,7.88,0.96,0.00,NA,NA,0.00,NA,NA,0.01,19.00,163.00,2007.00,824.00,0.00,5.00,-0.81,0.38,0.62,1442.80,145.71
29A6205,0.72,6.22,0.90,0.62,16.10,0.75,0.07,8.05,0.68,0.00,NA,NA,0.29,19.00,163.00,2007.00,843.00,0.00,1.00,-0.47,0.31,1.22,1433.38,144.67
29A6208,0.93,6.08,0.92,0.96,7.88,0.91,0.00,NA,NA,0.00,NA,NA,0.00,19.00,163.00,2007.00,811.00,0.00,5.00,-0.87,0.40,0.77,1473.70,80.44
29A6401,0.76,6.22,0.87,0.60,8.05,0.74,0.15,24.15,0.51,0.00,NA,NA,0.14,19.00,164.00,2007.00,659.00,0.00,5.00,-0.76,0.22,1.41,1366.22,71.32
29A6407,0.76,5.42,0.86,0.69,7.99,0.80,0.00,NA,NA,0.04,15.99,0.56,0.05,19.00,164.00,2007.00,543.00,0.00,5.00,-0.72,0.32,1.27,1359.74,72.81
29A6605,0.49,11.60,0.73,0.44,24.15,0.73,0.00,NA,NA,0.06,16.10,0.48,0.24,11.00,180.00,2006.00,607.00,0.00,2.00,-0.17,-0.08,1.58,1289.76,47.95
29A7102,0.56,10.92,0.65,0.39,32.21,0.63,0.14,24.15,0.60,0.00,NA,NA,0.14,11.00,165.00,2006.00,923.00,0.00,15.00,-0.51,-0.06,1.80,1313.78,133.66
29A7201,0.69,6.14,0.84,0.68,15.76,0.80,0.00,NA,NA,0.00,NA,NA,0.21,11.00,179.00,2006.00,634.00,0.00,5.00,-0.55,0.08,1.23,1646.98,85.02
29A7204,0.62,12.52,0.72,0.50,16.22,0.71,0.02,8.11,0.49,0.11,24.33,0.56,0.01,11.00,179.00,2006.00,610.00,0.00,5.00,-0.49,0.00,1.59,1509.49,51.18
29A7208,0.84,5.42,0.86,0.83,7.99,0.80,0.00,NA,NA,0.00,NA,NA,0.05,11.00,179.00,2006.00,551.00,0.00,5.00,-0.54,0.08,1.04,1620.65,27.31
29A7307,0.58,5.38,0.89,0.45,7.94,0.77,0.11,23.81,0.56,0.00,NA,NA,0.37,19.00,164.00,2007.00,745.00,0.00,5.00,-0.52,0.07,1.60,1414.50,130.91
29A7309,0.81,5.85,0.84,0.71,8.05,0.70,0.00,NA,NA,0.09,8.05,0.50,0.12,19.00,164.00,2007.00,821.00,0.00,5.00,-0.74,0.26,1.27,1582.38,65.91
29A7405,0.91,6.56,0.92,0.73,15.99,0.82,0.17,7.99,0.85,0.00,NA,NA,0.03,19.00,164.00,2007.00,1028.00,0.00,5.00,-0.70,0.19,1.19,1567.13,66.17
29A7408,0.49,6.12,0.74,0.24,15.99,0.78,0.26,15.99,0.70,0.00,NA,NA,0.21,19.00,164.00,2007.00,914.00,0.00,1.00,-0.79,0.30,1.69,1445.50,64.37
29A7602,0.77,6.12,0.75,0.74,7.99,0.72,0.00,NA,NA,0.01,7.99,NA,0.12,11.00,179.00,2006.00,822.00,0.00,15.00,-0.79,0.32,1.25,1359.39,35.53
29A7606,0.62,6.27,0.82,0.44,40.26,0.73,0.09,8.05,0.88,0.09,8.05,0.88,0.19,11.00,179.00,2006.00,946.00,0.00,7.00,-0.82,0.36,1.62,1366.90,48.93
29B4203,0.61,5.77,0.82,0.62,7.94,0.72,0.00,NA,NA,0.00,NA,NA,0.18,6.00,170.00,2004.00,921.00,0.00,15.00,-0.29,-0.06,1.35,1377.53,38.59
29B4204,0.52,11.52,0.86,0.47,23.98,0.84,0.06,15.99,0.69,0.00,NA,NA,0.38,6.00,170.00,2004.00,830.00,0.00,5.00,-0.48,0.02,1.39,1438.96,20.20
29B4405,0.61,11.70,0.81,0.30,48.31,0.70,0.30,16.10,0.84,0.00,NA,NA,0.28,22.00,188.00,2008.00,1005.00,0.00,5.00,-0.20,-0.13,1.64,1247.05,42.10
29B4604,0.85,12.33,0.80,0.73,16.10,0.65,0.08,16.10,0.51,0.00,NA,NA,0.00,6.00,152.00,2004.00,804.00,0.00,5.00,-0.30,-0.13,1.20,1275.80,112.38
29B4605,0.56,11.70,0.82,0.47,8.05,0.75,0.06,24.15,0.27,0.02,16.10,0.49,0.27,6.00,152.00,2004.00,911.00,0.00,5.00,-0.52,-0.02,1.53,1401.97,62.39
29B5106,0.57,26.45,0.68,0.52,15.99,0.72,0.00,NA,NA,0.07,15.99,0.60,0.00,22.00,190.00,2008.00,1031.00,0.00,7.00,-0.34,-0.04,1.48,1188.99,112.66
29B5107,0.83,5.85,0.84,0.82,8.05,0.78,0.00,NA,NA,0.00,NA,NA,0.09,22.00,191.00,2008.00,1005.00,0.00,5.00,-0.34,0.01,1.01,1500.38,67.82
29B5201,0.56,5.77,0.81,0.24,23.81,0.68,0.31,15.87,0.69,0.03,7.94,0.75,0.34,6.00,154.00,2004.00,546.00,0.00,5.00,-0.61,0.28,1.74,1363.15,132.57
29B5205,0.85,5.99,0.84,0.54,7.82,0.68,0.21,23.47,0.42,0.08,15.65,0.44,0.00,6.00,154.00,2004.00,627.00,0.00,1.00,-0.82,0.38,1.49,1276.28,65.82
29B5301,0.62,5.76,0.81,0.63,7.99,0.71,0.00,NA,NA,0.00,NA,NA,0.21,22.00,190.00,2008.00,808.00,0.00,2.00,4.08,-1.25,1.32,1282.18,69.49
29B5310,0.69,16.26,0.83,0.60,23.98,0.73,0.07,7.99,1.00,0.00,NA,NA,0.14,19.00,166.00,2009.00,958.00,0.00,2.00,-0.18,-0.33,1.37,1237.11,31.03
29B5402,0.66,18.51,0.82,0.47,39.97,0.76,0.06,7.99,0.90,0.11,15.99,0.64,0.14,22.00,190.00,2008.00,615.00,0.00,5.00,1.59,0.74,1.64,1178.81,71.32
29B5403,0.92,6.08,0.89,0.90,7.88,0.85,0.03,15.76,0.49,0.00,NA,NA,0.00,22.00,190.00,2008.00,656.00,0.00,17.00,-0.93,0.43,0.97,1183.88,53.65
29B5506,0.53,10.84,0.89,0.39,15.99,0.69,0.15,7.99,0.83,0.00,NA,NA,0.36,22.00,190.00,2008.00,524.00,0.00,7.00,-0.46,0.01,1.66,1416.42,88.22
29B5604,0.83,6.46,0.96,0.85,7.88,0.94,0.00,NA,NA,0.00,NA,NA,0.09,6.00,153.00,2004.00,655.00,0.00,9.00,1.21,-0.64,1.02,1043.57,80.00
29B5606,0.50,35.36,0.79,0.51,56.77,0.73,0.00,NA,NA,0.00,NA,NA,0.37,6.00,153.00,2004.00,711.00,0.00,11.00,-0.08,0.49,1.31,1327.27,87.40
29B6102,0.69,5.64,0.91,0.56,15.65,0.84,0.13,7.82,0.76,0.00,NA,NA,0.29,19.00,181.00,2007.00,722.00,0.00,5.00,-0.80,0.32,1.51,1224.78,94.82
29B6105,0.57,12.34,0.81,0.54,15.99,0.78,0.01,7.99,NA,0.02,7.99,1.00,0.29,19.00,181.00,2007.00,711.00,3.00,5.00,-0.51,-0.07,1.41,1227.58,137.32
29B6107,0.92,6.17,0.97,0.72,7.99,0.85,0.17,15.99,0.64,0.03,7.99,0.49,0.06,19.00,181.00,2007.00,1005.00,0.00,1.00,0.16,-0.05,1.23,1250.93,100.78
29B6304,0.66,11.52,0.72,0.58,15.99,0.63,0.00,NA,NA,0.06,7.99,0.74,0.25,19.00,181.00,2007.00,906.00,0.00,1.00,-0.06,-0.09,1.41,1230.09,108.24
29B6308,0.52,6.52,0.95,0.15,23.64,0.59,0.39,7.88,0.86,0.00,NA,NA,0.38,19.00,181.00,2007.00,842.00,0.00,1.00,-0.48,0.02,1.44,1380.79,63.37
29B6403,0.53,11.52,0.82,0.54,23.98,0.78,0.00,NA,NA,0.00,NA,NA,0.32,6.00,185.00,2004.00,643.00,0.00,9.00,-0.49,0.28,1.46,1602.67,63.44
29B6407,0.53,6.13,0.86,0.54,7.94,0.85,0.00,NA,NA,0.00,NA,NA,0.42,6.00,185.00,2004.00,534.00,0.00,15.00,-0.53,0.18,1.37,1437.91,95.15
29B6502,0.77,5.76,0.95,0.69,7.99,0.85,0.06,7.99,0.65,0.00,NA,NA,0.24,11.00,183.00,2006.00,626.00,0.00,5.00,-0.29,0.16,1.15,1256.85,55.47
29B6504,0.79,5.89,0.80,0.76,8.11,0.74,0.00,NA,NA,0.00,NA,NA,0.08,11.00,183.00,2006.00,603.00,0.00,7.00,-0.25,-0.20,1.09,1290.03,61.82
29B6507,0.55,22.88,0.61,0.57,15.87,0.50,0.00,NA,NA,0.00,NA,NA,0.04,11.00,183.00,2006.00,537.00,0.00,15.00,-0.51,-0.13,1.37,1169.57,39.62
29B6605,0.59,20.78,0.80,0.50,23.64,0.76,0.08,7.88,0.72,0.00,NA,NA,0.23,19.00,192.00,2008.00,745.00,0.00,5.00,-0.76,0.36,1.56,1331.95,91.78
29B6610,0.61,24.69,0.77,0.52,31.97,0.69,0.00,NA,NA,0.09,15.99,0.75,0.23,19.00,192.00,2008.00,851.00,0.00,5.00,-0.33,0.14,1.53,1256.16,89.73
29B7101,0.87,6.22,0.89,0.74,8.05,0.85,0.07,32.21,0.43,0.04,16.10,0.56,0.00,11.00,180.00,2006.00,916.00,0.00,5.00,-0.88,0.37,1.24,1550.12,50.56
29B7102,0.59,18.49,0.90,0.54,16.10,0.90,0.00,NA,NA,0.01,8.05,NA,0.09,11.00,180.00,2006.00,832.00,0.00,5.00,-0.88,0.37,1.47,1446.92,120.83
29B7207,0.69,17.28,0.77,0.66,23.98,0.68,0.01,7.99,1.00,0.00,NA,NA,0.01,11.00,181.00,2006.00,556.00,0.00,5.00,-0.57,0.02,1.34,1623.16,46.73
29B7208,0.59,11.70,0.75,0.58,8.05,0.66,0.02,16.10,-1.00,0.00,NA,NA,0.13,11.00,181.00,2006.00,526.00,0.00,15.00,-0.62,0.09,1.49,1455.14,101.39
29B7301,0.56,17.28,0.74,0.55,15.99,0.73,0.00,NA,NA,0.00,NA,NA,0.30,6.00,185.00,2004.00,820.00,0.00,9.00,-0.51,0.06,1.36,1594.83,113.07
29B7302,0.57,5.72,0.74,0.55,7.94,0.72,0.03,7.94,0.49,0.00,NA,NA,0.25,6.00,185.00,2004.00,848.00,0.00,15.00,-0.45,0.04,1.56,1531.59,133.39
29B7304,0.84,5.38,0.89,0.85,7.94,0.82,0.00,NA,NA,0.00,NA,NA,0.14,6.00,185.00,2004.00,905.00,0.00,5.00,0.90,-0.25,0.92,1472.44,74.13
29B7305,0.85,6.56,0.76,0.84,7.99,0.76,0.00,NA,NA,0.00,NA,NA,0.00,6.00,185.00,2004.00,805.00,0.00,5.00,-0.54,0.13,1.00,1601.53,106.27
29B7306,0.72,5.76,0.75,0.71,7.99,0.69,0.00,NA,NA,0.00,NA,NA,0.00,6.00,185.00,2004.00,833.00,0.00,5.00,-0.74,0.24,1.20,1520.07,104.46
29B7307,0.59,12.36,0.76,0.47,15.87,0.64,0.14,15.87,0.66,0.00,NA,NA,0.11,6.00,185.00,2004.00,952.00,0.00,7.00,-0.39,-0.02,1.54,1389.52,31.97
29B7401,0.79,10.92,0.85,0.79,16.10,0.77,0.00,NA,NA,0.00,NA,NA,0.00,11.00,181.00,2006.00,640.00,0.00,5.00,-0.65,0.21,1.04,1539.35,109.76
29B7502,0.50,5.76,0.75,0.49,7.99,0.70,0.00,NA,NA,0.03,7.99,0.23,0.09,11.00,181.00,2006.00,852.00,0.00,1.00,-0.45,-0.14,1.64,1505.82,124.71
29B7505,0.56,13.11,0.71,0.50,15.99,0.66,0.01,7.99,NA,0.02,15.99,0.49,0.14,11.00,181.00,2006.00,902.00,0.00,5.00,-0.71,0.16,1.54,1458.21,81.26
29B7506,0.72,5.60,0.75,0.74,15.54,0.68,0.00,NA,NA,0.00,NA,NA,0.00,11.00,181.00,2006.00,830.00,NA,NA,-0.47,-0.04,1.15,1580.64,40.91
29B7508,0.73,6.08,0.79,0.54,23.64,0.81,0.16,7.88,0.93,0.04,15.76,0.56,0.00,11.00,181.00,2006.00,841.00,0.00,5.00,-0.34,-0.21,1.50,1584.81,95.29
29B7608,0.59,11.62,0.90,0.19,23.98,0.61,0.33,23.98,0.72,0.09,23.98,0.47,0.00,19.00,164.00,2008.00,541.00,0.00,5.00,-0.97,0.44,1.48,1309.12,30.38
29B7609,0.68,5.80,0.92,0.67,8.05,0.92,0.00,NA,NA,0.00,NA,NA,0.29,19.00,164.00,2008.00,657.00,0.00,5.00,-0.75,0.29,1.26,1452.00,94.31
29C4201,0.57,11.52,0.90,0.56,15.99,0.87,0.01,7.99,NA,0.00,NA,NA,0.16,6.00,152.00,2004.00,708.00,0.00,1.00,4.41,-1.87,1.45,1170.62,50.01
29C4202,0.62,11.28,0.83,0.52,15.65,0.66,0.06,15.65,0.65,0.05,15.65,0.35,0.01,6.00,152.00,2004.00,537.00,0.00,14.00,0.35,-0.22,1.71,1139.42,87.08
29C4401,0.59,10.54,0.82,0.59,7.77,0.73,0.00,NA,NA,0.00,NA,NA,0.29,22.00,186.00,2008.00,1052.00,0.00,5.00,0.56,-0.35,1.43,1199.38,60.27
29C4405,0.75,6.13,0.83,0.76,7.94,0.81,0.00,NA,NA,0.00,NA,NA,0.15,22.00,186.00,2008.00,1004.00,0.00,5.00,-0.38,-0.03,1.16,1358.45,88.53
29C4408,0.77,5.27,0.80,0.79,7.77,0.69,0.00,NA,NA,0.00,NA,NA,0.11,22.00,186.00,2008.00,1034.00,0.00,7.00,0.75,-0.37,1.14,1307.27,114.67
29C4409,0.91,6.14,0.95,0.91,7.88,0.93,0.00,NA,NA,0.00,NA,NA,0.00,19.00,162.00,2009.00,853.00,2.00,1.00,0.71,-0.49,0.86,1395.41,41.99
29C4410,0.68,6.17,0.81,0.69,15.99,0.79,0.00,NA,NA,0.00,NA,NA,0.21,19.00,162.00,2009.00,930.00,1.00,2.00,-0.36,-0.05,1.25,1386.92,84.20
29C5104,0.56,19.96,0.85,0.50,8.11,0.85,0.00,NA,NA,0.00,NA,NA,0.33,6.00,151.00,2004.00,725.00,0.00,1.00,-0.23,-0.23,1.41,1443.35,33.58
29C5203,0.86,5.77,0.87,0.85,15.87,0.82,0.00,NA,NA,0.00,NA,NA,0.05,22.00,189.00,2008.00,854.00,1.00,7.00,-0.53,0.02,0.98,1589.43,60.21
29C5204,0.53,18.51,0.76,0.54,23.98,0.71,0.00,NA,NA,0.00,NA,NA,0.26,22.00,189.00,2008.00,1004.00,0.00,7.00,-0.11,-0.38,1.42,1266.49,68.74
29C5205,0.77,12.15,0.81,0.55,7.94,0.67,0.12,23.81,0.78,0.08,15.87,0.51,0.13,22.00,189.00,2008.00,917.00,0.00,6.00,-0.47,-0.02,1.56,1306.34,59.12
29C5206,0.51,11.45,0.75,0.53,23.64,0.73,0.00,NA,NA,0.00,NA,NA,0.22,22.00,189.00,2008.00,945.00,0.00,2.00,-0.27,-0.24,1.43,1396.27,30.47
29C5207,0.83,5.60,0.80,0.87,7.77,0.69,0.00,NA,NA,0.00,NA,NA,0.00,19.00,166.00,2009.00,903.00,0.00,1.00,-0.28,-0.20,0.89,1324.41,85.84
29C5208,0.62,13.95,0.75,0.60,15.87,0.73,0.00,NA,NA,0.00,NA,NA,0.27,19.00,166.00,2009.00,836.00,0.00,5.00,0.07,0.36,1.29,1452.58,111.73
29C5305,0.58,11.69,0.84,0.56,16.22,0.82,0.00,NA,NA,0.00,NA,NA,0.21,22.00,189.00,2008.00,619.00,0.00,5.00,0.83,0.12,1.43,1233.41,94.85
29C5306,0.51,11.69,0.68,0.50,16.22,0.65,0.00,NA,NA,0.00,NA,NA,0.20,19.00,162.00,2009.00,949.00,0.00,2.00,1.61,0.11,1.46,1333.11,65.52
29C5308,0.65,11.44,0.83,0.67,15.87,0.77,0.00,NA,NA,0.00,NA,NA,0.20,19.00,162.00,2009.00,958.00,3.00,1.00,0.57,-0.41,1.32,1398.59,58.20
29C5402,0.63,11.44,0.86,0.64,15.87,0.82,0.00,NA,NA,0.00,NA,NA,0.24,22.00,189.00,2008.00,810.00,1.00,7.00,-0.61,0.07,1.39,1291.30,110.58
29C5405,0.74,10.47,0.77,0.73,15.43,0.72,0.00,NA,NA,0.01,7.72,1.00,0.17,22.00,189.00,2008.00,701.00,0.00,5.00,-0.49,-0.03,1.20,1251.91,96.20
29C5406,0.60,13.13,0.88,0.35,23.81,0.63,0.21,15.87,0.73,0.06,15.87,0.69,0.30,19.00,162.00,2009.00,1057.00,1.00,1.00,-0.23,-0.07,1.68,1283.54,37.21
29C5502,0.54,17.55,0.88,0.54,24.15,0.84,0.00,NA,NA,0.00,NA,NA,0.23,6.00,150.00,2004.00,644.00,0.00,1.00,-0.06,-0.07,1.38,1532.98,21.34
29C5505,0.91,10.84,0.88,0.90,7.99,0.77,0.00,NA,NA,0.00,NA,NA,0.00,6.00,151.00,2004.00,655.00,0.00,1.00,-0.27,-0.09,0.83,1405.50,72.25
29C5507,0.71,18.54,0.80,0.59,15.87,0.73,0.11,7.94,0.85,0.00,NA,NA,0.21,6.00,151.00,2004.00,620.00,0.00,NA,-0.42,-0.01,1.35,1564.50,22.53
29C5508,0.62,12.27,0.65,0.62,23.64,0.57,0.00,NA,NA,0.00,NA,NA,0.10,6.00,151.00,2004.00,555.00,0.00,1.00,0.32,-0.76,1.24,1406.17,215.86
29C5602,0.58,11.70,0.79,0.54,24.15,0.72,0.00,NA,NA,0.02,16.10,0.49,0.33,11.00,177.00,2006.00,528.00,0.00,2.00,-0.49,0.02,1.45,1445.42,57.76
29C5608,0.70,6.17,0.81,0.56,23.98,0.75,0.09,7.99,0.70,0.07,31.97,0.52,0.16,11.00,177.00,2006.00,615.00,0.00,5.00,-0.12,-0.18,1.50,1260.94,43.78
29C5610,0.59,20.93,0.71,0.45,30.86,0.45,0.04,15.43,0.41,0.12,30.86,0.47,0.27,11.00,177.00,2006.00,538.00,0.00,1.00,-0.40,-0.14,1.59,1274.81,113.91
29C6105,0.75,11.53,0.91,0.76,7.94,0.88,0.00,NA,NA,0.00,NA,NA,0.14,11.00,183.00,2006.00,803.00,0.00,5.00,-0.64,0.15,1.17,1492.29,103.15
29C6106,0.72,5.56,0.71,0.58,15.43,0.51,0.05,7.72,0.87,0.13,23.15,0.35,0.17,11.00,183.00,2006.00,647.00,0.00,5.00,-0.52,0.02,1.50,1282.77,76.00
29C6107,0.63,13.95,0.65,0.56,23.81,0.52,0.00,NA,NA,0.08,7.94,0.79,0.22,11.00,183.00,2006.00,730.00,0.00,15.00,-0.61,0.09,1.45,1397.53,50.39
29C6202,0.91,5.64,0.85,0.90,7.82,0.74,0.00,NA,NA,0.04,7.82,0.59,0.01,11.00,182.00,2006.00,946.00,0.00,5.00,-0.58,0.09,0.92,1336.85,117.47
29C6205,0.55,17.28,0.70,0.42,15.99,0.59,0.03,7.99,0.74,0.07,7.99,0.92,0.21,11.00,182.00,2006.00,929.00,0.00,5.00,-0.04,-0.18,1.68,1216.99,48.85
29C6207,0.57,17.18,0.78,0.32,23.64,0.70,0.25,15.76,0.83,0.00,NA,NA,0.34,11.00,182.00,2006.00,820.00,0.00,2.00,-0.45,0.00,1.65,1511.64,20.86
29C6306,0.80,5.46,0.84,0.76,8.05,0.76,0.01,8.05,1.00,0.01,8.05,NA,0.02,11.00,183.00,2006.00,908.00,0.00,5.00,-0.26,-0.30,1.10,1317.73,84.88
29C6307,0.57,5.77,0.81,0.58,7.94,0.75,0.00,NA,NA,0.00,NA,NA,0.32,11.00,183.00,2006.00,826.00,0.00,5.00,-0.43,-0.02,1.39,1478.32,40.98
29C6308,0.87,6.51,0.83,0.82,7.94,0.80,0.00,NA,NA,0.00,NA,NA,0.03,11.00,183.00,2006.00,857.00,0.00,5.00,-0.27,-0.21,1.00,1443.72,123.53
29C6401,0.81,5.42,0.83,0.80,7.99,0.77,0.00,NA,NA,0.00,NA,NA,0.08,11.00,182.00,2006.00,801.00,0.00,5.00,-0.09,0.27,1.10,1494.20,24.26
29C6402,0.80,10.92,0.86,0.79,16.10,0.78,0.00,NA,NA,0.00,NA,NA,0.09,11.00,182.00,2006.00,705.00,0.00,1.00,0.16,-0.25,1.11,1497.43,107.12
29C6404,0.85,5.81,0.82,0.79,7.99,0.71,0.04,7.99,0.85,0.00,NA,NA,0.00,11.00,182.00,2006.00,739.00,0.00,15.00,-0.63,0.06,1.13,1456.51,33.31
29C6406,0.57,12.24,0.86,0.52,15.99,0.85,0.00,NA,NA,0.00,NA,NA,0.22,11.00,182.00,2006.00,751.00,0.00,1.00,0.70,0.38,1.43,1516.75,45.14
29C6407,0.63,6.16,0.81,0.51,16.10,0.56,0.09,24.15,0.64,0.04,8.05,0.59,0.24,11.00,182.00,2006.00,719.00,0.00,5.00,-0.52,0.07,1.65,1586.48,24.76
29C6501,0.79,11.70,0.80,0.77,16.10,0.68,0.00,NA,NA,0.00,NA,NA,0.01,11.00,184.00,2006.00,950.00,0.00,2.00,-0.16,-0.27,1.08,1426.68,49.45
29C6502,0.57,18.65,0.76,0.42,24.15,0.73,0.04,8.05,0.80,0.12,16.10,0.65,0.29,11.00,184.00,2006.00,857.00,0.00,7.00,-0.47,0.03,1.57,1342.23,14.66
29C6504,0.69,12.25,0.79,0.69,7.94,0.71,0.00,NA,NA,0.00,NA,NA,0.21,11.00,184.00,2006.00,916.00,0.00,2.00,-0.65,0.07,1.29,1345.85,51.87
29C6508,0.68,18.51,0.79,0.69,23.98,0.78,0.00,NA,NA,0.00,NA,NA,0.03,11.00,184.00,2006.00,826.00,0.00,15.00,-0.34,-0.06,1.23,1485.08,51.79
